imdb_score,budget,content_rating,director_name,director_facebook_likes,actor_3_facebook_likes,actor_3_name,actor_2_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,genres
6.2,5000000.0,1,1202,0.0,99.0,5342,309.0,2934,432.0,2739,1010,7
6.2,5000000.0,0,1077,0.0,15.0,1489,29.0,996,343.0,1598,408,10
3.3,5000000.0,0,702,34.0,227.0,5310,522.0,5123,811.0,4563,1789,10
4.2,5000000.0,0,273,110.0,14.0,5371,21.0,1997,46.0,5215,117,10
7.2,5000000.0,3,1153,57.0,78.0,4494,93.0,5476,331.0,2828,526,10
6.2,2500000.0,0,1833,46.0,141.0,2409,337.0,3177,570.0,420,1258,7
6.1,5000000.0,0,1152,65.0,686.0,46,738.0,4310,866.0,5238,3724,19
7.5,5000000.0,0,1444,0.0,394.0,1247,508.0,1718,745.0,1012,1986,5
6.7,10000000.0,3,1957,0.0,388.0,2766,732.0,590,979.0,5002,2509,3
5.5,5000000.0,3,1703,49.0,601.0,3907,699.0,4744,708.0,6134,3059,13
4.4,5000000.0,0,1893,261.0,179.0,5008,316.0,2820,12000.0,3085,12676,10
4.4,5000000.0,0,29,3.0,126.0,4412,266.0,6249,1000.0,3068,1681,14
6.8,5000000.0,3,1754,0.0,826.0,931,849.0,5560,1000.0,5297,5191,0
4.8,5000000.0,1,27,0.0,1000.0,5237,3000.0,6103,40000.0,1619,46115,10
7.4,84450000.0,0,411,44.0,4.0,3225,12.0,4583,61.0,1851,92,2
8.0,890000.0,0,1851,0.0,263.0,4993,324.0,1177,3000.0,2015,3967,13
6.5,3000000.0,0,502,58.0,537.0,4321,579.0,790,874.0,5077,2363,7
5.9,4800000.0,0,453,0.0,581.0,2628,1000.0,4060,1000.0,6119,2990,7
6.8,2800000.0,0,429,187.0,427.0,3922,887.0,4556,1000.0,3284,3690,13
7.4,5000000.0,0,695,337.0,41.0,4807,463.0,5572,982.0,5271,1520,10
6.7,4700000.0,0,1325,7.0,339.0,4420,733.0,1609,968.0,2333,2545,12
5.4,5000000.0,0,1397,0.0,316.0,5458,833.0,2590,927.0,4638,2469,1
5.5,4700000.0,0,1,365.0,14.0,4998,28.0,3832,237.0,901,302,7
7.4,4638783.0,0,480,541.0,372.0,3971,476.0,2077,773.0,4199,2409,2
5.7,4800000.0,0,1707,0.0,428.0,1216,1000.0,2526,33000.0,842,34779,13
3.2,4700000.0,0,1082,20.0,329.0,5945,345.0,4329,571.0,4352,2006,5
5.3,5000000.0,0,211,0.0,413.0,1627,580.0,6195,584.0,4205,2668,9
7.2,4600000.0,0,42,3.0,9.0,4158,52.0,2836,74.0,4705,143,13
5.9,4600000.0,3,158,4.0,577.0,6082,1000.0,33,13000.0,1771,15093,13
6.7,4500000.0,0,205,37.0,542.0,98,760.0,3393,801.0,1800,3113,5
5.7,4500000.0,0,1848,116.0,83.0,3437,511.0,4536,1000.0,1993,1662,11
7.1,4500000.0,0,1299,179.0,239.0,1003,398.0,1540,1000.0,2526,1862,2
7.2,4500000.0,0,1636,143.0,811.0,3554,901.0,1085,1000.0,5202,5002,13
7.4,4500000.0,0,1279,1000.0,68.0,2003,169.0,4253,232.0,3449,588,11
7.7,15000000.0,0,1631,0.0,346.0,5864,3000.0,4966,22000.0,5040,26050,13
7.4,4500000.0,0,1954,0.0,126.0,3112,441.0,2202,3000.0,5661,3668,2
8.4,4500000.0,0,252,0.0,167.0,4888,1000.0,844,1000.0,1729,2235,13
7.2,700000000.0,1,1103,98.0,4.0,5166,26.0,2690,341.0,1519,371,13
7.5,4500000.0,0,1460,0.0,491.0,400,652.0,4762,854.0,4842,2762,10
5.4,5000000.0,3,1042,10.0,402.0,2835,416.0,1447,589.0,5736,2705,5
8.1,4500000.0,0,719,219.0,701.0,200,933.0,442,15000.0,472,17040,0
7.8,4500000.0,0,209,4.0,3.0,1590,20.0,3278,25.0,161,48,13
6.8,2000000.0,0,201,68.0,391.0,2465,601.0,3907,835.0,2676,2110,5
7.7,4200000000.0,0,592,0.0,38.0,5157,126.0,1635,717.0,968,907,1
6.5,2500000.0,0,885,0.0,798.0,5313,1000.0,3020,26000.0,1810,29325,20
7.3,35000000.0,0,1201,143.0,76.0,259,96.0,5776,155.0,3883,398,14
5.9,4500000.0,0,850,0.0,329.0,628,1000.0,308,14000.0,3260,15860,10
8.7,4400000.0,0,781,869.0,425.0,1664,721.0,6079,888.0,3966,2176,13
5.9,4400000.0,3,277,358.0,212.0,2993,570.0,436,19000.0,3879,20397,5
6.7,4400000.0,3,802,0.0,753.0,4069,842.0,4648,898.0,294,2951,2
5.8,4500000.0,0,1262,249.0,261.0,3776,298.0,4853,2000.0,5599,3089,11
6.1,3000000.0,0,1554,63.0,422.0,4843,1000.0,6163,2000.0,3242,4810,14
7.6,6000000.0,1,1318,51.0,8.0,3375,20.0,1679,446.0,803,497,18
5.8,150000000.0,3,57,456.0,394.0,3970,559.0,6,20000.0,5526,21404,19
5.2,4200000.0,2,837,197.0,578.0,3663,632.0,3772,755.0,1131,2553,5
6.5,4200000.0,0,624,335.0,16.0,703,28.0,4023,114.0,3127,206,19
7.3,2300000.0,0,1449,277.0,327.0,3392,530.0,2824,1000.0,1235,2412,10
6.2,4000000.0,0,404,84.0,95.0,78,95.0,2870,110.0,4087,582,5
5.0,4000000.0,0,1238,0.0,231.0,4373,529.0,3335,648.0,5350,1951,7
8.0,114000.0,0,1238,0.0,56.0,3262,108.0,5911,125.0,3172,403,7
7.8,4000000.0,0,962,0.0,11.0,4245,13000.0,5068,19000.0,744,32015,13
8.1,4000000.0,3,1266,11000.0,629.0,5464,636.0,838,11000.0,5626,12691,5
6.7,4000000.0,3,1858,309.0,132.0,5936,178.0,1574,232.0,1087,825,13
6.1,140000000.0,1,1032,0.0,748.0,209,892.0,4952,23000.0,4913,26489,14
7.1,4000000.0,0,1074,395.0,80.0,5236,595.0,4354,13000.0,438,13707,13
5.6,8500000.0,1,685,9.0,428.0,125,430.0,3630,584.0,515,1885,7
7.6,3600000.0,0,1270,81.0,687.0,465,898.0,1343,12000.0,3085,14823,13
7.3,4000000.0,0,496,228.0,358.0,1202,426.0,4287,431.0,1511,2020,5
7.3,4000000.0,3,98,0.0,116.0,2996,222.0,876,597.0,1962,1218,2
4.6,4000000.0,0,1886,357.0,326.0,2043,465.0,853,3000.0,1620,4807,12
6.8,4000000.0,3,30,82.0,69.0,1150,119.0,290,746.0,4793,986,2
7.1,3500000.0,0,988,450.0,712.0,850,3000.0,1556,14000.0,834,18645,13
7.3,4000000.0,0,1471,0.0,133.0,5130,151.0,2909,355.0,2027,837,7
8.3,4000000.0,3,1033,120.0,145.0,5761,742.0,4820,773.0,4199,1785,6
4.0,5000000.0,1,134,8.0,400.0,3221,541.0,6130,45000.0,753,46868,13
8.0,4000000.0,0,975,0.0,127.0,4255,193.0,1566,230.0,5734,673,13
6.7,4000000.0,1,1266,11000.0,405.0,5721,427.0,4944,19000.0,744,20132,12
5.7,100000000.0,1,1485,13000.0,567.0,3171,658.0,5314,1000.0,5546,2776,11
4.6,4000000.0,0,1726,69.0,69.0,6024,231.0,693,522.0,872,955,5
4.0,6000000.0,0,1726,69.0,585.0,983,706.0,3824,939.0,5758,3354,5
7.0,3200000.0,0,1989,47.0,407.0,4066,636.0,3092,658.0,5314,3086,1
7.4,4000000.0,3,1279,1000.0,268.0,72,403.0,1350,862.0,6155,1652,2
5.9,4000000.0,0,522,5.0,710.0,2872,780.0,3099,49000.0,3356,50831,1
4.8,25000000.0,0,516,0.0,255.0,1200,374.0,4128,798.0,5562,2537,12
7.5,3400000.0,0,1650,171.0,143.0,3161,273.0,3816,382.0,4441,954,10
4.7,4000000.0,0,1584,89.0,511.0,2323,713.0,1568,986.0,2064,4073,19
6.7,4000000.0,0,1647,675.0,968.0,3803,977.0,2399,16000.0,3493,19928,13
6.3,4000000.0,3,1184,13000.0,148.0,2171,187.0,2131,204.0,709,753,13
6.7,4000000.0,0,753,99.0,960.0,3140,975.0,2929,4000.0,3757,7921,19
7.1,4000000.0,0,1591,30.0,296.0,1139,413.0,1627,769.0,1809,2251,2
2.7,8000000.0,0,463,2.0,0.0,3507,12.0,1698,960.0,1469,972,15
7.3,4000000.0,0,1460,0.0,237.0,901,246.0,2546,721.0,3526,1966,13
7.6,4000000.0,0,419,378.0,611.0,2631,729.0,2133,925.0,2587,3559,5
5.8,4000000.0,0,420,24.0,545.0,4414,625.0,8,834.0,6116,2662,5
6.5,4000000.0,0,195,131.0,90.0,6228,113.0,1900,497.0,2179,776,10
6.6,4000000.0,0,784,101.0,71.0,4063,394.0,5137,730.0,5326,1208,13
6.2,4000000.0,0,27,0.0,939.0,4163,947.0,2511,1000.0,5129,4777,7
6.9,4000000.0,3,645,21.0,161.0,1178,291.0,6009,420.0,2926,1215,11
8.5,4000000.0,1,1520,330.0,0.0,4082,0.0,5957,48.0,2466,48,15
4.8,4000000.0,0,1229,101.0,324.0,330,576.0,4153,721.0,6079,1700,19
5.7,4500000.0,0,1021,5.0,842.0,257,1000.0,1655,1000.0,6163,3408,13
7.0,4000000.0,0,1842,60.0,444.0,5231,665.0,1106,979.0,5002,3130,13
5.4,4000000.0,0,1270,81.0,687.0,465,811.0,1072,2000.0,126,4343,13
6.9,4000000.0,0,1483,234.0,221.0,1734,1000.0,6088,12000.0,3085,13607,13
6.6,3000000.0,3,325,13.0,159.0,3401,254.0,3056,419.0,4186,975,2
5.9,1300000.0,0,564,212.0,195.0,5096,633.0,1344,10000.0,5232,11083,7
6.3,1500000.0,0,1785,0.0,209.0,3096,774.0,1102,945.0,3082,2282,7
6.3,4000000.0,0,1468,8.0,428.0,2626,638.0,3170,759.0,5098,2805,5
7.7,4000000.0,1,938,45.0,69.0,4575,85.0,3639,623.0,4690,824,13
7.0,9500000.0,0,774,0.0,67.0,3382,163.0,453,617.0,3638,916,13
6.3,14000000.0,0,1757,272.0,70.0,1394,450.0,3744,736.0,5615,1403,5
5.9,2500000.0,0,122,12.0,15.0,5364,29.0,2496,578.0,1475,643,2
6.2,16000000.0,0,483,105.0,748.0,209,6000.0,4955,18000.0,4506,25269,13
5.0,4000000.0,0,129,137.0,476.0,236,575.0,4910,4000.0,3757,5796,13
7.7,4000000.0,0,665,58.0,9.0,2560,27.0,1564,331.0,2828,387,5
6.5,650000.0,0,1992,53.0,65.0,5033,238.0,743,530.0,1138,1038,7
5.8,4000000.0,0,1872,19.0,599.0,5445,759.0,2572,18000.0,3300,20135,21
6.1,4000000.0,0,1474,19.0,9.0,4249,29.0,3000,585.0,3701,629,13
6.0,4000000.0,0,1791,8.0,2000.0,208,3000.0,3987,3000.0,3455,10984,13
6.3,4000000.0,0,1984,7.0,641.0,2252,706.0,4386,762.0,4931,2631,10
7.6,4000000.0,3,1613,0.0,69.0,5577,649.0,212,713.0,2254,1541,18
5.2,4000000.0,0,573,55.0,5.0,2971,11.0,3719,223.0,1782,242,12
7.8,3950000.0,3,1709,177.0,4.0,2208,12.0,4209,431.0,3036,457,13
4.7,4000000.0,0,543,21.0,359.0,3943,637.0,4029,763.0,4017,2651,7
4.2,4000000.0,0,288,548.0,104.0,5824,134.0,2736,166.0,1269,609,7
6.3,4000000.0,2,1034,4.0,271.0,3361,346.0,289,637.0,3720,1932,5
4.7,4000000.0,3,370,103.0,111.0,2162,476.0,2829,544.0,4573,1150,13
6.0,100000000.0,1,624,335.0,635.0,2359,744.0,3173,11000.0,3865,13391,13
7.9,2000000.0,3,1321,160.0,94.0,1284,269.0,2032,559.0,5750,1238,17
8.1,3800000.0,0,669,0.0,682.0,6012,977.0,2399,3000.0,2015,5987,13
8.2,3977000.0,2,351,149.0,248.0,3997,384.0,1926,503.0,3062,1862,2
6.0,4000000.0,1,1323,10.0,196.0,5708,236.0,3643,507.0,3132,1281,13
6.8,3800000.0,3,480,541.0,288.0,1281,575.0,4989,773.0,4199,2888,9
7.0,3768785.0,3,1047,24.0,83.0,817,244.0,3049,277.0,6243,731,16
7.5,8000000.0,0,717,6.0,24.0,2002,69.0,1465,119.0,1490,222,13
6.8,3500000.0,0,1823,89.0,388.0,4717,654.0,6218,963.0,4361,2658,1
7.1,3700000.0,3,471,136.0,48.0,1140,78.0,2403,89.0,2524,282,5
6.9,3800000.0,0,48,29.0,64.0,1358,64.0,3191,117.0,4946,298,13
6.9,2000000.0,0,1739,13.0,480.0,450,796.0,1342,3000.0,887,5977,5
6.9,30000000.0,1,1769,174.0,767.0,4305,902.0,2124,14000.0,3260,17151,12
7.9,3600000.0,0,467,154.0,77.0,4467,89.0,5258,183.0,1699,465,13
7.2,3500000.0,0,590,11.0,121.0,5043,891.0,641,1000.0,1385,2323,13
7.8,3500000.0,3,567,104.0,318.0,4826,575.0,3281,628.0,3547,2726,5
3.5,5000000.0,0,1956,2.0,6.0,3869,872.0,5116,2000.0,5599,2886,14
7.3,3500000.0,0,991,473.0,624.0,2918,723.0,458,826.0,5272,3455,5
7.5,3500000.0,0,455,117.0,556.0,3042,582.0,1645,851.0,4963,3036,10
6.0,3500000.0,0,1260,10.0,178.0,1574,273.0,3238,3000.0,3455,3617,5
7.3,3716946.0,0,480,541.0,242.0,4007,372.0,3971,575.0,4989,1970,9
8.0,3500000.0,3,1526,174.0,188.0,1197,220.0,3774,255.0,1480,970,13
7.6,3500000.0,3,1321,160.0,75.0,2110,139.0,3008,157.0,2195,646,13
7.0,3500000.0,3,297,22.0,367.0,2433,481.0,1724,606.0,3935,2402,13
7.5,2000000.0,0,1184,13000.0,118.0,3087,146.0,2000,195.0,796,771,10
6.8,3500000.0,0,953,22.0,159.0,3401,191.0,2944,648.0,5350,1122,12
3.9,3500000.0,0,186,0.0,78.0,1914,118.0,5312,625.0,5230,987,5
6.1,3500000.0,0,871,0.0,111.0,5559,356.0,6173,385.0,3061,995,13
7.5,3500000.0,0,672,386.0,248.0,1165,258.0,5354,3000.0,2759,4238,21
8.2,2000000.0,0,752,195.0,50.0,642,88.0,5318,827.0,5235,1044,13
7.2,3500000.0,0,1238,0.0,83.0,522,177.0,5368,1000.0,3333,1592,7
7.8,3600000.0,0,62,0.0,199.0,4198,328.0,5843,634.0,2010,1347,19
5.2,3000000.0,1,88,0.0,542.0,4098,555.0,5655,560.0,5765,2238,16
3.3,1000000.0,1,570,48.0,689.0,4640,697.0,6200,984.0,4673,3075,7
6.8,3500000.0,0,887,22.0,10.0,4053,16.0,4898,174.0,5070,222,13
7.0,19900000.0,1,690,12.0,4.0,5565,4.0,4746,29.0,3579,44,13
6.5,3500000.0,0,1237,0.0,681.0,2341,729.0,2133,827.0,2667,3574,5
5.7,68000000.0,0,1950,82.0,536.0,3962,591.0,969,622.0,4664,2486,0
6.4,3500000.0,0,1361,9.0,405.0,4227,8000.0,1728,11000.0,3071,20009,13
5.3,3500000.0,1,1370,23.0,660.0,3637,756.0,241,4000.0,5242,6380,14
4.7,3500000.0,1,148,28.0,131.0,4770,294.0,2831,426.0,483,1043,18
5.5,1000000.0,0,282,6.0,467.0,3779,893.0,4455,922.0,5405,2406,1
8.4,3500000.0,1,891,41.0,739.0,5623,774.0,334,2000.0,618,5526,10
3.3,3500000.0,0,1918,892.0,50.0,1215,145.0,1287,603.0,1577,854,10
5.4,3500000.0,3,1066,14.0,597.0,4928,660.0,3193,2000.0,3248,3854,10
3.1,3440000.0,0,431,0.0,37.0,818,53.0,471,1000.0,6163,1183,1
6.7,3400000.0,3,802,0.0,605.0,2224,628.0,5426,1000.0,2657,2861,5
7.6,8000000.0,2,1588,10.0,34.0,1766,108.0,6072,11000.0,3865,11218,15
7.1,3500000.0,0,964,78.0,969.0,4366,2000.0,208,18000.0,6235,22834,21
6.5,3000000.0,0,700,0.0,539.0,2873,585.0,2436,1000.0,3077,3608,13
8.5,3300000.0,0,992,141.0,535.0,3618,970.0,694,24000.0,466,26495,13
8.7,3300000.0,0,385,353.0,40.0,150,69.0,1465,1000.0,1471,1211,1
7.1,2200000.0,0,546,8.0,78.0,1702,472.0,5555,798.0,5313,1430,4
6.6,3400000.0,1,422,19.0,80.0,2211,144.0,5502,632.0,3772,1011,4
8.3,3800000.0,0,257,346.0,26.0,1422,69.0,4877,74.0,3723,216,13
8.1,4000000.0,3,404,84.0,378.0,670,577.0,3010,662.0,4695,2076,18
7.4,3300000.0,1,1637,38.0,377.0,1341,464.0,2022,625.0,2198,2747,2
6.6,4300000.0,0,330,73.0,129.0,1028,251.0,4252,595.0,3759,1105,1
6.4,2000000.0,0,1142,4.0,405.0,2508,443.0,6188,631.0,45,2020,2
8.0,2300000.0,0,475,2000.0,449.0,403,563.0,3790,917.0,1413,2997,13
8.1,3200000.0,3,199,673.0,332.0,2209,423.0,4286,756.0,1956,2693,9
7.5,3000000.0,0,724,13.0,6.0,557,11.0,2458,280.0,2753,308,1
7.2,3200000.0,0,784,101.0,157.0,2049,394.0,5137,1000.0,1807,2016,13
6.4,3200000.0,0,7,38.0,898.0,5827,2000.0,6225,164000.0,1599,170118,7
7.6,3000000.0,0,340,644.0,559.0,2599,783.0,3041,1000.0,4116,3468,5
7.8,3000000.0,3,1431,82.0,177.0,3436,202.0,5744,387.0,1596,1198,11
5.7,3200000.0,3,377,43.0,463.0,1534,480.0,2682,691.0,1210,1962,10
8.6,3180000.0,3,867,964.0,248.0,3997,275.0,3030,488.0,4500,1844,18
8.2,3500000.0,0,61,0.0,557.0,137,887.0,4556,2000.0,126,3559,13
6.6,3000000.0,0,1631,0.0,360.0,4522,436.0,2460,1000.0,6157,1964,15
5.7,3000000.0,0,1131,21.0,189.0,2417,332.0,2606,438.0,1457,1081,7
7.4,3000000.0,3,33,52.0,482.0,305,588.0,583,773.0,5523,1965,5
8.0,4000000.0,0,1682,909.0,184.0,5905,504.0,5292,909.0,1700,1779,1
5.4,2200000.0,0,449,28.0,217.0,468,359.0,2897,426.0,4287,1472,7
7.4,3000000.0,0,1435,133.0,249.0,899,443.0,6188,687.0,465,1665,2
5.7,3000000.0,0,553,65.0,535.0,3618,810.0,1504,942.0,5298,3708,7
6.8,3000000.0,0,118,301.0,412.0,1082,419.0,4478,1000.0,2484,2239,12
5.4,3000000.0,0,1601,9.0,12.0,1234,65.0,5807,71.0,4063,159,21
8.1,3000000.0,3,1526,174.0,110.0,5717,197.0,660,253.0,3752,649,2
6.1,3000000.0,2,1837,57.0,158.0,4237,162.0,1987,220.0,270,1186,14
5.1,3000000.0,3,1699,188.0,693.0,4737,970.0,4968,2000.0,3205,4277,20
5.6,16000000.0,2,1026,8.0,49.0,5012,82.0,5030,88.0,2588,373,11
5.9,3000000.0,0,788,41.0,155.0,5903,316.0,3292,956.0,2869,1862,7
8.2,3000000.0,3,352,767.0,87.0,358,119.0,4623,682.0,6012,1035,13
5.3,3000000.0,3,1945,32.0,175.0,300,232.0,3449,610.0,5557,1441,0
6.8,4490375.0,3,1184,13000.0,416.0,1958,844.0,4338,897.0,111,2811,10
8.3,3000000.0,3,98,0.0,180.0,4074,417.0,2127,516.0,2838,1328,2
4.3,2500000.0,0,1552,18.0,307.0,1352,805.0,1930,935.0,5425,2899,7
6.7,6000000.0,3,1184,13000.0,14.0,1302,16.0,5226,18.0,5293,70,10
7.2,3000000.0,0,798,1000.0,220.0,5147,744.0,3955,989.0,4079,2165,5
6.6,3000000.0,0,1683,78.0,77.0,4323,178.0,3656,685.0,2026,1163,13
5.9,3000000.0,0,1305,23.0,706.0,3824,927.0,4638,1000.0,1011,4815,14
7.9,3000000.0,3,1526,174.0,125.0,1263,422.0,1256,556.0,3927,1444,13
8.3,3000000.0,3,1693,176.0,760.0,5460,862.0,6155,877.0,1920,3847,6
7.8,3000000.0,3,296,393.0,281.0,3324,376.0,6224,862.0,6155,2269,14
3.0,3000000.0,1,403,18.0,233.0,843,407.0,372,939.0,5758,2321,5
7.9,3000000.0,0,975,0.0,48.0,5488,63.0,1747,140.0,1161,328,13
3.2,3000000.0,3,1494,4.0,152.0,2253,168.0,2318,641.0,5161,1389,19
6.5,3000000.0,0,1127,152.0,135.0,5,174.0,4170,674.0,1996,1395,10
7.0,3000000.0,1,1772,15.0,453.0,3739,625.0,448,953.0,2485,2510,5
6.9,1900000.0,0,1377,70.0,163.0,3866,183.0,1570,883.0,276,1616,5
4.4,3000000.0,0,1247,0.0,51.0,524,324.0,5899,472.0,2891,858,5
6.0,3000000.0,0,1380,300.0,200.0,4404,257.0,2478,729.0,5284,1292,13
7.8,3000000.0,2,1831,21.0,124.0,3960,177.0,1538,240.0,4435,1011,18
5.3,3000000.0,0,940,16.0,222.0,432,233.0,2004,687.0,465,1806,7
5.3,3000000.0,0,761,45.0,267.0,3130,341.0,3256,578.0,5021,1363,5
8.0,3000000.0,3,1587,0.0,180.0,4185,350.0,1110,820.0,3148,1618,13
7.1,4500000.0,0,728,11.0,194.0,5932,813.0,3827,11000.0,535,12250,13
5.4,3500000.0,0,1145,18.0,844.0,1440,2000.0,1036,3000.0,1701,9555,10
6.9,3300000.0,0,609,232.0,353.0,4376,721.0,3526,10000.0,271,11459,21
7.3,3000000.0,0,322,151.0,29.0,1937,64.0,2473,113.0,2475,278,1
6.6,3000000.0,0,1330,269.0,24.0,5730,26.0,3138,489.0,1567,539,15
5.4,3000000.0,0,27,0.0,387.0,3878,3000.0,6103,40000.0,1619,43810,7
8.4,3000000.0,0,592,0.0,38.0,5157,78.0,3758,717.0,968,852,13
6.3,3500000.0,3,73,13.0,221.0,5975,399.0,81,439.0,3498,1567,13
6.1,3000000.0,3,130,59.0,104.0,877,324.0,5566,694.0,5710,1249,5
5.0,3000000.0,0,1566,0.0,165.0,4462,327.0,3818,574.0,5233,1335,14
6.9,3000000.0,0,563,9.0,221.0,5497,281.0,2678,904.0,768,1663,5
7.2,3000000.0,3,1887,84.0,331.0,5639,366.0,4159,702.0,1737,2715,13
5.3,3000000.0,0,1071,21.0,416.0,4398,3000.0,1697,4000.0,2989,8353,2
5.3,3000000.0,0,949,78.0,197.0,4219,317.0,5419,536.0,3355,1467,5
6.0,25000000.0,0,803,81.0,81.0,5065,571.0,5013,3000.0,3455,3784,10
7.4,2700000.0,0,125,7.0,17.0,4235,38.0,5023,289.0,2379,362,13
5.9,3000000.0,0,776,27.0,847.0,3098,902.0,4051,1000.0,4294,4374,13
4.1,5000000.0,0,848,26.0,236.0,1892,298.0,5194,487.0,2247,1495,7
6.7,3000000.0,0,333,700.0,56.0,4723,325.0,5301,599.0,5445,1030,5
5.8,3000000.0,0,766,87.0,605.0,1018,683.0,2157,2000.0,2844,4920,13
5.3,3000000.0,0,1176,8.0,617.0,6202,634.0,1415,798.0,5562,4756,7
3.3,3000000.0,0,1413,0.0,19.0,3422,27.0,5414,231.0,4102,313,5
6.5,200000000.0,3,1485,13000.0,11000.0,5107,25000.0,1499,40000.0,1619,79957,18
6.2,3000000.0,1,1421,66.0,452.0,5747,975.0,3371,1000.0,309,3882,5
5.9,3000000.0,0,1481,15.0,357.0,4626,396.0,2853,433.0,3575,1929,13
2.6,3000000.0,0,739,19.0,73.0,3200,302.0,5383,319.0,1037,845,5
5.8,3000000.0,0,1222,2000.0,454.0,1946,606.0,1248,2000.0,5599,3666,14
7.4,3000000.0,3,936,128.0,480.0,765,754.0,192,756.0,1956,2715,10
4.8,3000000.0,0,1239,39.0,375.0,5481,747.0,5971,1000.0,6238,3024,13
3.9,3000000.0,0,1612,9.0,648.0,1020,779.0,5340,904.0,768,4092,10
7.0,95000000.0,3,1521,0.0,502.0,377,520.0,130,2000.0,3242,4671,19
6.2,3000000.0,0,400,0.0,356.0,6173,602.0,2684,854.0,1149,1989,14
8.0,2900000.0,0,9,179.0,11.0,5302,14.0,3856,119.0,1490,167,13
7.3,2900000.0,3,867,964.0,248.0,3997,416.0,6206,931.0,2210,2167,5
6.5,1500000.0,0,222,39.0,183.0,1699,225.0,4919,267.0,3130,1231,5
6.4,3000000.0,1,663,4.0,394.0,35,412.0,1082,875.0,3305,2305,15
7.6,2800000.0,0,347,503.0,108.0,141,139.0,6032,264.0,6037,673,19
6.8,2200000.0,0,111,192.0,142.0,783,236.0,3491,447.0,4610,923,7
4.0,3000000.0,0,1246,6.0,29.0,4605,234.0,769,679.0,1533,964,14
7.4,8000000.0,0,1849,153.0,165.0,2028,247.0,2756,275.0,908,727,1
8.3,2883848.0,3,98,0.0,102.0,87,103.0,1435,105.0,5466,527,5
5.3,2800000.0,0,654,152.0,181.0,3217,448.0,2204,935.0,5425,1855,7
8.1,2800000.0,3,351,149.0,357.0,5099,421.0,4118,695.0,828,2509,11
8.0,2800000.0,3,802,0.0,481.0,3629,595.0,4354,1000.0,2657,2703,5
5.7,2000000.0,0,1238,0.0,192.0,1114,529.0,3335,569.0,1877,1797,7
8.2,120000000.0,1,1469,124.0,327.0,1846,426.0,3095,464.0,4899,1761,2
7.1,2700000.0,0,1009,9.0,42.0,418,222.0,2811,402.0,5034,787,13
7.4,2700000.0,2,596,19.0,48.0,3805,81.0,2974,481.0,3629,681,20
6.9,2686585.0,3,199,673.0,359.0,2420,370.0,1893,756.0,1956,1949,5
7.0,2627000.0,3,351,149.0,315.0,2528,675.0,3794,760.0,5460,2555,2
7.8,2600000.0,0,802,0.0,628.0,5426,1000.0,5297,1000.0,2657,4701,9
5.9,1800000.0,0,41,17.0,74.0,591,84.0,252,158.0,4580,467,7
7.8,2600000.0,0,1435,133.0,239.0,1003,249.0,899,443.0,6188,1269,2
6.0,2800000.0,0,360,3.0,327.0,2902,549.0,4365,833.0,3128,2753,5
5.3,34000000.0,0,1720,7.0,1000.0,3775,9000.0,3199,40000.0,1619,52621,10
7.2,2600000.0,0,1364,76.0,36.0,1484,76.0,6164,123.0,398,239,7
5.3,2600000.0,0,823,6.0,209.0,3096,272.0,608,331.0,5639,1082,10
8.3,2540800.0,3,997,134.0,390.0,4429,786.0,2767,804.0,656,2510,2
5.1,2500000.0,0,1584,89.0,555.0,5655,584.0,1326,713.0,1568,3421,19
5.1,2500000.0,3,1480,67.0,67.0,4266,118.0,282,871.0,4560,1111,15
4.9,15000000.0,0,1437,0.0,593.0,6076,764.0,1815,908.0,2312,3226,7
6.9,26000000.0,3,1122,15000.0,982.0,5791,9000.0,3199,15000.0,5520,28713,5
4.6,2500000.0,0,1212,24.0,67.0,380,128.0,5909,381.0,2987,684,7
6.3,2500000.0,2,925,11.0,450.0,902,521.0,1733,595.0,3759,2373,14
7.9,2500000.0,3,1574,58.0,124.0,1960,189.0,3339,617.0,5668,1141,13
6.7,2500000.0,0,1140,15.0,36.0,206,309.0,1142,1000.0,3631,1385,5
7.1,2500000.0,0,260,835.0,535.0,4439,595.0,2878,18000.0,3300,19923,13
7.6,2500000.0,0,398,0.0,294.0,3540,379.0,112,625.0,2198,1655,2
8.1,2500000.0,0,975,0.0,4.0,1198,12.0,3285,15.0,5570,36,13
7.0,2500000.0,0,577,7.0,442.0,771,631.0,45,745.0,1012,2125,13
7.1,2500000.0,1,771,14.0,215.0,1934,291.0,5850,902.0,2124,1980,5
7.6,2000000.0,0,1110,148.0,471.0,929,648.0,5350,900.0,5038,2972,13
7.1,2500000.0,0,1294,53.0,478.0,5739,1000.0,5202,8000.0,1049,10040,5
7.7,2500000.0,0,668,119.0,0.0,198,4.0,2693,334.0,3598,338,6
7.6,2500000.0,3,822,9.0,125.0,651,130.0,2980,860.0,3353,1252,15
6.7,20000000.0,1,1234,43.0,936.0,1631,939.0,4163,989.0,5409,4730,5
5.7,2500000.0,1,1433,0.0,249.0,4242,261.0,2529,640.0,4172,1491,18
7.1,2500000.0,0,589,0.0,5.0,6025,12.0,6010,191.0,1824,210,15
6.2,14000000.0,1,1443,8.0,315.0,5218,397.0,1743,611.0,2631,1739,5
6.1,8400000.0,0,349,24.0,10.0,3728,10.0,4581,127.0,4096,163,7
